sequence_id,segment_id,start_timestamp,end_timestamp,start_event_id,end_event_id,event_count,benign_event_count,malicious_event_count,sequence_label,y,lstm_malicious_probability,lstm_prediction,lstm_prediction_label,y_true,eval_threshold,eval_prediction,eval_prediction_label,eval_result,error_type,iforest_overlap_count,iforest_window_ids,iforest_max_anomaly_score,iforest_mean_anomaly_score,iforest_any_anomaly,iforest_overlapping_labels,iforest_anomaly_score_norm,lstm_alert,iforest_alert,or_alert,and_alert,combined_score,combined_alert,lstm_result,iforest_result,or_result,and_result,combined_result
76,20260508_211655_create_user_Tyu1u6,1778300215.474,1778300215.508,11764,11817,50,14,36,malicious,1,0.9993826,1,malicious,1,0.5,1,malicious,tp,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,1,1,1,1,0.99956782,1,tp,tp,tp,tp,tp
100,20260508_211655_create_user_Tyu1u6,1778300215.582,1778300215.611,12031,12088,50,22,28,malicious,1,0.9993703,1,malicious,1,0.5,1,malicious,tp,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,1,1,1,1,0.99955921,1,tp,tp,tp,tp,tp
92,20260508_211655_create_user_Tyu1u6,1778300215.549,1778300215.566,11943,11998,50,4,46,malicious,1,0.9993622,1,malicious,1,0.5,1,malicious,tp,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,1,1,1,1,0.99955354,1,tp,tp,tp,tp,tp
2423,20260508_212327_dns_tamper_i0Hbez,1778300609.277,1778300609.338,45900,45951,50,34,16,malicious,1,0.99935573,1,malicious,1,0.5,1,malicious,tp,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,1,1,1,1,0.8406872267965613,1,tp,tp,tp,tp,tp
2421,20260508_212327_dns_tamper_i0Hbez,1778300609.257,1778300609.313,45880,45929,50,27,23,malicious,1,0.99934953,1,malicious,1,0.5,1,malicious,tp,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,1,1,1,1,0.8406828867965612,1,tp,tp,tp,tp,tp
2627,20260508_212404_nginx_delete_YuCbYY,1778300644.619,1778300644.64,48883,48938,50,4,46,malicious,1,0.9993374,1,malicious,1,0.5,1,malicious,tp,,1,181,0.2089982412022011,0.2089982412022011,1,malicious,0.26749283286683356,1,1,1,1,0.77978402986005,1,tp,tp,tp,tp,tp
2420,20260508_212327_dns_tamper_i0Hbez,1778300609.246,1778300609.301,45870,45919,50,32,18,malicious,1,0.99932015,1,malicious,1,0.5,1,malicious,tp,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,1,1,1,1,0.8406623207965612,1,tp,tp,tp,tp,tp
2632,20260508_212404_nginx_delete_YuCbYY,1778300644.64,1778300644.659,48939,48996,50,13,37,malicious,1,0.9993092,1,malicious,1,0.5,1,malicious,tp,,1,181,0.2089982412022011,0.2089982412022011,1,malicious,0.26749283286683356,1,1,1,1,0.7797642898600501,1,tp,tp,tp,tp,tp
2419,20260508_212327_dns_tamper_i0Hbez,1778300609.229,1778300609.29,45860,45909,50,30,20,malicious,1,0.99930143,1,malicious,1,0.5,1,malicious,tp,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,1,1,1,1,0.8406492167965612,1,tp,tp,tp,tp,tp
2424,20260508_212327_dns_tamper_i0Hbez,1778300609.291,1778300609.441,45910,45961,50,36,14,malicious,1,0.9992613,1,malicious,1,0.5,1,malicious,tp,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,1,1,1,1,0.8406211257965612,1,tp,tp,tp,tp,tp
2418,20260508_212327_dns_tamper_i0Hbez,1778300609.169,1778300609.276,45849,45899,50,30,20,malicious,1,0.99925846,1,malicious,1,0.5,1,malicious,tp,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,1,1,1,1,0.8406191377965612,1,tp,tp,tp,tp,tp
2403,20260508_212327_dns_tamper_i0Hbez,1778300608.855,1778300608.95,45689,45742,50,36,14,malicious,1,0.99922705,1,malicious,1,0.5,1,malicious,tp,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,1,1,1,1,0.8405971507965613,1,tp,tp,tp,tp,tp
99,20260508_211655_create_user_Tyu1u6,1778300215.577,1778300215.598,12021,12076,50,12,38,malicious,1,0.9991221,1,malicious,1,0.5,1,malicious,tp,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,1,1,1,1,0.99938547,1,tp,tp,tp,tp,tp
2416,20260508_212327_dns_tamper_i0Hbez,1778300609.152,1778300609.255,45828,45879,50,39,11,malicious,1,0.9990282,1,malicious,1,0.5,1,malicious,tp,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,1,1,1,1,0.8404579557965612,1,tp,tp,tp,tp,tp
1973,20260508_212317_basic_enum_YrdGDI,1778300598.893,1778300598.99,41036,41087,50,39,11,malicious,1,0.99901545,1,malicious,1,0.5,1,malicious,tp,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,1,1,1,1,0.8120900204565769,1,tp,tp,tp,tp,tp
88,20260508_211655_create_user_Tyu1u6,1778300215.541,1778300215.559,11899,11954,50,4,46,malicious,1,0.99892235,1,malicious,1,0.5,1,malicious,tp,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,1,1,1,1,0.999245645,1,tp,tp,tp,tp,tp
1962,20260508_212317_basic_enum_YrdGDI,1778300598.615,1778300598.803,40919,40970,50,36,14,malicious,1,0.99890745,1,malicious,1,0.5,1,malicious,tp,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,1,1,1,1,0.8120144204565767,1,tp,tp,tp,tp,tp
2404,20260508_212327_dns_tamper_i0Hbez,1778300608.862,1778300609.056,45700,45752,50,36,14,malicious,1,0.9988702,1,malicious,1,0.5,1,malicious,tp,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,1,1,1,1,0.8403473557965613,1,tp,tp,tp,tp,tp
1989,20260508_212317_basic_enum_YrdGDI,1778300599.081,1778300599.223,41198,41250,50,44,6,malicious,1,0.9988288,1,malicious,1,0.5,1,malicious,tp,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,1,1,1,1,0.8119593654565767,1,tp,tp,tp,tp,tp
97,20260508_211655_create_user_Tyu1u6,1778300215.567,1778300215.585,11999,12054,50,5,45,malicious,1,0.99879336,1,malicious,1,0.5,1,malicious,tp,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,1,1,1,1,0.9991553519999999,1,tp,tp,tp,tp,tp
2463,20260508_212327_dns_tamper_i0Hbez,1778300610.141,1778300610.218,46325,46378,50,41,9,malicious,1,0.99872917,1,malicious,1,0.5,1,malicious,tp,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,1,1,1,1,0.8402486347965613,1,tp,tp,tp,tp,tp
1960,20260508_212317_basic_enum_YrdGDI,1778300598.602,1778300598.699,40897,40950,50,36,14,malicious,1,0.99858105,1,malicious,1,0.5,1,malicious,tp,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,1,1,1,1,0.8117859404565768,1,tp,tp,tp,tp,tp
52,20260508_211655_create_user_Tyu1u6,1778300215.385,1778300215.411,11505,11560,50,40,10,malicious,1,0.99855524,1,malicious,1,0.5,1,malicious,tp,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,1,1,1,1,0.998988668,1,tp,tp,tp,tp,tp
2462,20260508_212327_dns_tamper_i0Hbez,1778300610.126,1778300610.215,46315,46368,50,41,9,malicious,1,0.9985385,1,malicious,1,0.5,1,malicious,tp,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,1,1,1,1,0.8401151657965612,1,tp,tp,tp,tp,tp
72,20260508_211655_create_user_Tyu1u6,1778300215.464,1778300215.493,11720,11773,50,11,39,malicious,1,0.9985191,1,malicious,1,0.5,1,malicious,tp,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,1,1,1,1,0.99896337,1,tp,tp,tp,tp,tp
2630,20260508_212404_nginx_delete_YuCbYY,1778300644.632,1778300644.644,48917,48968,50,1,49,malicious,1,0.9985061,1,malicious,1,0.5,1,malicious,tp,,1,181,0.2089982412022011,0.2089982412022011,1,malicious,0.26749283286683356,1,1,1,1,0.77920211986005,1,tp,tp,tp,tp,tp
2633,20260508_212404_nginx_delete_YuCbYY,1778300644.641,1778300644.676,48949,49006,50,23,27,malicious,1,0.9984786,1,malicious,1,0.5,1,malicious,tp,,1,181,0.2089982412022011,0.2089982412022011,1,malicious,0.26749283286683356,1,1,1,1,0.77918286986005,1,tp,tp,tp,tp,tp
2415,20260508_212327_dns_tamper_i0Hbez,1778300609.143,1778300609.244,45818,45869,50,39,11,malicious,1,0.998417,1,malicious,1,0.5,1,malicious,tp,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,1,1,1,1,0.8400301157965613,1,tp,tp,tp,tp,tp
1958,20260508_212317_basic_enum_YrdGDI,1778300598.585,1778300598.68,40877,40928,50,41,9,malicious,1,0.99834216,1,malicious,1,0.5,1,malicious,tp,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,1,1,1,1,0.8116187174565768,1,tp,tp,tp,tp,tp
2405,20260508_212327_dns_tamper_i0Hbez,1778300608.915,1778300609.062,45711,45763,50,38,12,malicious,1,0.9982729,1,malicious,1,0.5,1,malicious,tp,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,1,1,1,1,0.8399292457965613,1,tp,tp,tp,tp,tp
1986,20260508_212317_basic_enum_YrdGDI,1778300599.056,1778300599.098,41168,41219,50,21,29,malicious,1,0.9982023,1,malicious,1,0.5,1,malicious,tp,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,1,1,1,1,0.8115208154565767,1,tp,tp,tp,tp,tp
2033,20260508_212317_basic_enum_YrdGDI,1778300599.912,1778300600.098,41665,41717,50,41,9,malicious,1,0.99813145,1,malicious,1,0.5,1,malicious,tp,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,1,1,1,1,0.8114712204565768,1,tp,tp,tp,tp,tp
2635,20260508_212404_nginx_delete_YuCbYY,1778300644.644,1778300644.785,48969,49027,50,43,7,malicious,1,0.9979558,1,malicious,1,0.5,1,malicious,tp,,1,181,0.2089982412022011,0.2089982412022011,1,malicious,0.26749283286683356,1,1,1,1,0.77881690986005,1,tp,tp,tp,tp,tp
2032,20260508_212317_basic_enum_YrdGDI,1778300599.907,1778300600.092,41653,41706,50,41,9,malicious,1,0.99786466,1,malicious,1,0.5,1,malicious,tp,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,1,1,1,1,0.8112844674565767,1,tp,tp,tp,tp,tp
2425,20260508_212327_dns_tamper_i0Hbez,1778300609.302,1778300609.446,45920,45972,50,43,7,malicious,1,0.9976615,1,malicious,1,0.5,1,malicious,tp,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,1,1,1,1,0.8395012657965613,1,tp,tp,tp,tp,tp
2031,20260508_212317_basic_enum_YrdGDI,1778300599.896,1778300599.989,41643,41696,50,41,9,malicious,1,0.997177,1,malicious,1,0.5,1,malicious,tp,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,1,1,1,1,0.8108031054565767,1,tp,tp,tp,tp,tp
53,20260508_211655_create_user_Tyu1u6,1778300215.385,1778300215.411,11515,11570,50,30,20,malicious,1,0.99714833,1,malicious,1,0.5,1,malicious,tp,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,1,1,1,1,0.998003831,1,tp,tp,tp,tp,tp
2634,20260508_212404_nginx_delete_YuCbYY,1778300644.641,1778300644.778,48959,49016,50,33,17,malicious,1,0.9967964,1,malicious,1,0.5,1,malicious,tp,,1,181,0.2089982412022011,0.2089982412022011,1,malicious,0.26749283286683356,1,1,1,1,0.77800532986005,1,tp,tp,tp,tp,tp
1961,20260508_212317_basic_enum_YrdGDI,1778300598.612,1778300598.803,40907,40960,50,36,14,malicious,1,0.9966899,1,malicious,1,0.5,1,malicious,tp,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,1,1,1,1,0.8104621354565766,1,tp,tp,tp,tp,tp
54,20260508_211655_create_user_Tyu1u6,1778300215.387,1778300215.415,11529,11580,50,20,30,malicious,1,0.99657,1,malicious,1,0.5,1,malicious,tp,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,1,1,1,1,0.997599,1,tp,tp,tp,tp,tp
98,20260508_211655_create_user_Tyu1u6,1778300215.577,1778300215.591,12011,12066,50,3,47,malicious,1,0.9957048,1,malicious,1,0.5,1,malicious,tp,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,1,1,1,1,0.9969933599999999,1,tp,tp,tp,tp,tp
2029,20260508_212317_basic_enum_YrdGDI,1778300599.874,1778300599.969,41623,41674,50,44,6,malicious,1,0.99489284,1,malicious,1,0.5,1,malicious,tp,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,1,1,1,1,0.8092041934565768,1,tp,tp,tp,tp,tp
2631,20260508_212404_nginx_delete_YuCbYY,1778300644.635,1778300644.652,48927,48982,50,4,46,malicious,1,0.9945656,1,malicious,1,0.5,1,malicious,tp,,1,181,0.2089982412022011,0.2089982412022011,1,malicious,0.26749283286683356,1,1,1,1,0.77644376986005,1,tp,tp,tp,tp,tp
2464,20260508_212327_dns_tamper_i0Hbez,1778300610.147,1778300610.32,46336,46388,50,41,9,malicious,1,0.9938466,1,malicious,1,0.5,1,malicious,tp,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,1,1,1,1,0.8368308357965613,1,tp,tp,tp,tp,tp
2625,20260508_212404_nginx_delete_YuCbYY,1778300644.617,1778300644.632,48863,48916,50,3,47,malicious,1,0.99314827,1,malicious,1,0.5,1,malicious,tp,,1,181,0.2089982412022011,0.2089982412022011,1,malicious,0.26749283286683356,1,1,1,1,0.7754516388600501,1,tp,tp,tp,tp,tp
56,20260508_211655_create_user_Tyu1u6,1778300215.408,1778300215.428,11551,11604,50,3,47,malicious,1,0.9928746,1,malicious,1,0.5,1,malicious,tp,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,1,1,1,1,0.99501222,1,tp,tp,tp,tp,tp
1972,20260508_212317_basic_enum_YrdGDI,1778300598.883,1778300598.978,41026,41077,50,41,9,malicious,1,0.9927267,1,malicious,1,0.5,1,malicious,tp,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,1,1,1,1,0.8076878954565767,1,tp,tp,tp,tp,tp
1976,20260508_212317_basic_enum_YrdGDI,1778300598.912,1778300599.003,41068,41117,50,28,22,malicious,1,0.991204,1,malicious,1,0.5,1,malicious,tp,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,1,1,1,1,0.8066220054565767,1,tp,tp,tp,tp,tp
1985,20260508_212317_basic_enum_YrdGDI,1778300599.047,1778300599.094,41158,41207,50,14,36,malicious,1,0.99057686,1,malicious,1,0.5,1,malicious,tp,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,1,1,1,1,0.8061830074565768,1,tp,tp,tp,tp,tp
2465,20260508_212327_dns_tamper_i0Hbez,1778300610.194,1778300610.325,46347,46399,50,43,7,malicious,1,0.986624,1,malicious,1,0.5,1,malicious,tp,,1,177,0.2221588938636143,0.2221588938636143,1,malicious,0.47046071932187095,1,1,1,1,0.8317750157965612,1,tp,tp,tp,tp,tp
82,20260508_211655_create_user_Tyu1u6,1778300215.514,1778300215.532,11831,11886,50,7,43,malicious,1,0.985352,1,malicious,1,0.5,1,malicious,tp,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,1,1,1,1,0.9897464,1,tp,tp,tp,tp,tp
1977,20260508_212317_basic_enum_YrdGDI,1778300598.979,1778300599.013,41078,41127,50,28,22,malicious,1,0.984689,1,malicious,1,0.5,1,malicious,tp,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,1,1,1,1,0.8020615054565767,1,tp,tp,tp,tp,tp
1978,20260508_212317_basic_enum_YrdGDI,1778300598.991,1778300599.025,41088,41137,50,23,27,malicious,1,0.9834229,1,malicious,1,0.5,1,malicious,tp,,1,176,0.2160294663398068,0.2160294663398068,1,malicious,0.3759306848552558,1,1,1,1,0.8011752354565767,1,tp,tp,tp,tp,tp
77,20260508_211655_create_user_Tyu1u6,1778300215.493,1778300215.514,11774,11830,50,7,43,malicious,1,0.9809043,1,malicious,1,0.5,1,malicious,tp,,1,138,0.256494781502289,0.256494781502289,1,malicious,1.0,1,1,1,1,0.9866330099999999,1,tp,tp,tp,tp,tp
