timestamp,event_id,syscall,syscall_num,success,exit,comm,exe,command,argc,cwd,path,uid,euid,auid,gid,egid,pid,ppid,tty,ses,key
1777865678.308,4185,execve,59,no,-2,(pager),/usr/bin/systemctl,,,/home/analyst,/usr/local/sbin/less,0,0,1000,0,0,13078,13077,pts3,14,exec
1777865678.308,4186,execve,59,no,-2,(pager),/usr/bin/systemctl,,,/home/analyst,/usr/local/bin/less,0,0,1000,0,0,13078,13077,pts3,14,exec
1777865678.308,4187,execve,59,no,-2,(pager),/usr/bin/systemctl,,,/home/analyst,/usr/sbin/less,0,0,1000,0,0,13078,13077,pts3,14,exec
1777865678.308,4188,execve,59,yes,0,less,/usr/bin/less,less,1,/home/analyst,/usr/bin/less,0,0,1000,0,0,13078,13077,pts3,14,exec
1777865678.313,4189,91,91,yes,0,less,/usr/bin/less,,,/home/analyst,(null),0,0,1000,0,0,13078,13077,pts3,14,chmod_change
1777865681.659,4192,execve,59,yes,0,sudo,/usr/bin/sudo,sudo auditctl -s,3,/home/analyst,/usr/bin/sudo,1000,0,1000,1000,1000,13079,13033,pts2,14,exec
1777865681.661,4193,connect,42,no,-2,sudo,/usr/bin/sudo,,,/home/analyst,/var/run/nscd/socket,1000,0,1000,1000,1000,13079,13033,pts2,14,network_connect
1777865681.661,4194,connect,42,no,-2,sudo,/usr/bin/sudo,,,/home/analyst,/var/run/nscd/socket,1000,0,1000,1000,1000,13079,13033,pts2,14,network_connect
1777865681.661,4195,connect,42,no,-2,sudo,/usr/bin/sudo,,,/home/analyst,/var/run/nscd/socket,0,0,1000,1000,0,13079,13033,pts2,14,network_connect
1777865681.662,4196,connect,42,no,-2,sudo,/usr/bin/sudo,,,/home/analyst,/var/run/nscd/socket,0,0,1000,1000,0,13079,13033,pts2,14,network_connect
1777865681.662,4197,connect,42,yes,0,sudo,/usr/bin/sudo,,,,,0,0,1000,1000,0,13079,13033,pts2,14,network_connect
1777865681.668,4198,connect,42,yes,0,sudo,/usr/bin/sudo,,,,,0,0,1000,1000,0,13079,13033,pts2,14,network_connect
1777865681.669,4199,connect,42,yes,0,sudo,/usr/bin/sudo,,,,,0,0,1000,1000,0,13079,13033,pts2,14,network_connect
1777865681.669,4200,connect,42,no,-22,sudo,/usr/bin/sudo,,,,,0,0,1000,1000,0,13079,13033,pts2,14,network_connect
1777865681.669,4201,connect,42,no,-2,sudo,/usr/bin/sudo,,,/home/analyst,/var/run/nscd/socket,1000,0,1000,1000,0,13079,13033,pts2,14,network_connect
1777865681.669,4202,connect,42,no,-2,sudo,/usr/bin/sudo,,,/home/analyst,/var/run/nscd/socket,1000,0,1000,1000,0,13079,13033,pts2,14,network_connect
1777865681.670,4204,openat,257,no,-17,sudo,/usr/bin/sudo,,,/home/analyst,/home/analyst/,1000,1000,1000,1000,1000,13079,13033,pts2,14,home_activity
1777865681.670,4205,connect,42,yes,0,sudo,/usr/bin/sudo,,,/home/analyst,/dev/log,1000,0,1000,1000,1000,13079,13033,pts2,14,network_connect
1777865681.671,4207,chown,92,yes,0,sudo,/usr/bin/sudo,,,/home/analyst,/dev/pts/3,1000,0,1000,1000,1000,13079,13033,pts2,14,owner_change
1777865681.672,4210,execve,59,yes,0,auditctl,/usr/sbin/auditctl,auditctl -s,2,/home/analyst,/usr/sbin/auditctl,0,0,1000,0,0,13081,13080,pts3,14,exec
1777865684.058,4213,execve,59,yes,0,sudo,/usr/bin/sudo,sudo auditctl -sl,3,/home/analyst,/usr/bin/sudo,1000,0,1000,1000,1000,13084,13033,pts2,14,exec
1777865684.060,4214,connect,42,no,-2,sudo,/usr/bin/sudo,,,/home/analyst,/var/run/nscd/socket,1000,0,1000,1000,1000,13084,13033,pts2,14,network_connect
1777865684.060,4215,connect,42,no,-2,sudo,/usr/bin/sudo,,,/home/analyst,/var/run/nscd/socket,1000,0,1000,1000,1000,13084,13033,pts2,14,network_connect
1777865684.061,4216,connect,42,no,-2,sudo,/usr/bin/sudo,,,/home/analyst,/var/run/nscd/socket,0,0,1000,1000,0,13084,13033,pts2,14,network_connect
1777865684.061,4217,connect,42,no,-2,sudo,/usr/bin/sudo,,,/home/analyst,/var/run/nscd/socket,0,0,1000,1000,0,13084,13033,pts2,14,network_connect
1777865684.061,4218,connect,42,yes,0,sudo,/usr/bin/sudo,,,,,0,0,1000,1000,0,13084,13033,pts2,14,network_connect
1777865684.067,4219,connect,42,yes,0,sudo,/usr/bin/sudo,,,,,0,0,1000,1000,0,13084,13033,pts2,14,network_connect
1777865684.067,4220,connect,42,yes,0,sudo,/usr/bin/sudo,,,,,0,0,1000,1000,0,13084,13033,pts2,14,network_connect
1777865684.067,4221,connect,42,no,-22,sudo,/usr/bin/sudo,,,,,0,0,1000,1000,0,13084,13033,pts2,14,network_connect
1777865684.067,4222,connect,42,no,-2,sudo,/usr/bin/sudo,,,/home/analyst,/var/run/nscd/socket,1000,0,1000,1000,0,13084,13033,pts2,14,network_connect
1777865684.067,4223,connect,42,no,-2,sudo,/usr/bin/sudo,,,/home/analyst,/var/run/nscd/socket,1000,0,1000,1000,0,13084,13033,pts2,14,network_connect
1777865684.069,4225,openat,257,no,-17,sudo,/usr/bin/sudo,,,/home/analyst,/home/analyst/,1000,1000,1000,1000,1000,13084,13033,pts2,14,home_activity
1777865684.069,4226,connect,42,yes,0,sudo,/usr/bin/sudo,,,/home/analyst,/dev/log,1000,0,1000,1000,1000,13084,13033,pts2,14,network_connect
1777865684.069,4228,chown,92,yes,0,sudo,/usr/bin/sudo,,,/home/analyst,/dev/pts/3,1000,0,1000,1000,1000,13084,13033,pts2,14,owner_change
1777865684.071,4231,execve,59,yes,0,auditctl,/usr/sbin/auditctl,auditctl -sl,2,/home/analyst,/usr/sbin/auditctl,0,0,1000,0,0,13086,13085,pts3,14,exec
1777865688.602,4234,execve,59,yes,0,sudo,/usr/bin/sudo,sudo auditctl -l,3,/home/analyst,/usr/bin/sudo,1000,0,1000,1000,1000,13089,13033,pts2,14,exec
1777865688.603,4235,connect,42,no,-2,sudo,/usr/bin/sudo,,,/home/analyst,/var/run/nscd/socket,1000,0,1000,1000,1000,13089,13033,pts2,14,network_connect
1777865688.604,4236,connect,42,no,-2,sudo,/usr/bin/sudo,,,/home/analyst,/var/run/nscd/socket,1000,0,1000,1000,1000,13089,13033,pts2,14,network_connect
1777865688.604,4237,connect,42,no,-2,sudo,/usr/bin/sudo,,,/home/analyst,/var/run/nscd/socket,0,0,1000,1000,0,13089,13033,pts2,14,network_connect
1777865688.605,4238,connect,42,no,-2,sudo,/usr/bin/sudo,,,/home/analyst,/var/run/nscd/socket,0,0,1000,1000,0,13089,13033,pts2,14,network_connect
1777865688.605,4239,connect,42,yes,0,sudo,/usr/bin/sudo,,,,,0,0,1000,1000,0,13089,13033,pts2,14,network_connect
1777865688.610,4240,connect,42,yes,0,sudo,/usr/bin/sudo,,,,,0,0,1000,1000,0,13089,13033,pts2,14,network_connect
1777865688.610,4241,connect,42,yes,0,sudo,/usr/bin/sudo,,,,,0,0,1000,1000,0,13089,13033,pts2,14,network_connect
1777865688.610,4242,connect,42,no,-22,sudo,/usr/bin/sudo,,,,,0,0,1000,1000,0,13089,13033,pts2,14,network_connect
1777865688.610,4243,connect,42,no,-2,sudo,/usr/bin/sudo,,,/home/analyst,/var/run/nscd/socket,1000,0,1000,1000,0,13089,13033,pts2,14,network_connect
1777865688.610,4244,connect,42,no,-2,sudo,/usr/bin/sudo,,,/home/analyst,/var/run/nscd/socket,1000,0,1000,1000,0,13089,13033,pts2,14,network_connect
1777865688.611,4246,openat,257,no,-17,sudo,/usr/bin/sudo,,,/home/analyst,/home/analyst/,1000,1000,1000,1000,1000,13089,13033,pts2,14,home_activity
1777865688.611,4247,connect,42,yes,0,sudo,/usr/bin/sudo,,,/home/analyst,/dev/log,1000,0,1000,1000,1000,13089,13033,pts2,14,network_connect
1777865688.612,4249,chown,92,yes,0,sudo,/usr/bin/sudo,,,/home/analyst,/dev/pts/3,1000,0,1000,1000,1000,13089,13033,pts2,14,owner_change
1777865688.615,4252,execve,59,yes,0,auditctl,/usr/sbin/auditctl,auditctl -l,2,/home/analyst,/usr/sbin/auditctl,0,0,1000,0,0,13091,13090,pts3,14,exec
1777865690.034,4255,execve,59,yes,0,ls,/usr/bin/ls,ls --color=auto -lah,3,/home/analyst,/usr/bin/ls,1000,1000,1000,1000,1000,13093,13033,pts2,14,exec
1777865690.035,4256,connect,42,no,-2,ls,/usr/bin/ls,,,/home/analyst,/var/run/nscd/socket,1000,1000,1000,1000,1000,13093,13033,pts2,14,network_connect
1777865690.036,4257,connect,42,no,-2,ls,/usr/bin/ls,,,/home/analyst,/var/run/nscd/socket,1000,1000,1000,1000,1000,13093,13033,pts2,14,network_connect
1777865690.036,4258,connect,42,no,-2,ls,/usr/bin/ls,,,/home/analyst,/var/run/nscd/socket,1000,1000,1000,1000,1000,13093,13033,pts2,14,network_connect
1777865690.036,4259,connect,42,no,-2,ls,/usr/bin/ls,,,/home/analyst,/var/run/nscd/socket,1000,1000,1000,1000,1000,13093,13033,pts2,14,network_connect
1777865693.848,4260,execve,59,yes,0,ls,/usr/bin/ls,ls --color=auto -lah,3,/home/analyst/aegis_utils,/usr/bin/ls,1000,1000,1000,1000,1000,13096,13033,pts2,14,exec
1777865693.849,4261,connect,42,no,-2,ls,/usr/bin/ls,,,/home/analyst/aegis_utils,/var/run/nscd/socket,1000,1000,1000,1000,1000,13096,13033,pts2,14,network_connect
1777865693.849,4262,connect,42,no,-2,ls,/usr/bin/ls,,,/home/analyst/aegis_utils,/var/run/nscd/socket,1000,1000,1000,1000,1000,13096,13033,pts2,14,network_connect
1777865693.849,4263,connect,42,no,-2,ls,/usr/bin/ls,,,/home/analyst/aegis_utils,/var/run/nscd/socket,1000,1000,1000,1000,1000,13096,13033,pts2,14,network_connect
1777865693.849,4264,connect,42,no,-2,ls,/usr/bin/ls,,,/home/analyst/aegis_utils,/var/run/nscd/socket,1000,1000,1000,1000,1000,13096,13033,pts2,14,network_connect
1777865701.318,4265,openat,257,yes,6,cron,/usr/sbin/cron,,,/var/spool/cron,/tmp,0,0,4294967295,0,0,13097,1025,(none),4294967295,tmp_activity
1777865701.319,4267,connect,42,no,-2,cron,/usr/sbin/cron,,,/var/spool/cron,/var/run/nscd/socket,0,0,4294967295,0,0,13097,1025,(none),4294967295,network_connect
1777865701.319,4268,connect,42,no,-2,cron,/usr/sbin/cron,,,/var/spool/cron,/var/run/nscd/socket,0,0,4294967295,0,0,13097,1025,(none),4294967295,network_connect
1777865701.320,4270,write,1,yes,1,cron,/usr/sbin/cron,,,,,0,0,0,0,0,13097,1025,(none),15,(null)
1777865701.321,4273,execve,59,yes,0,sh,/usr/bin/dash,/bin/sh -c command -v debian-sa1 > /dev/null && debian-sa1 1 1,3,/root,/bin/sh,0,0,0,0,0,13098,13097,(none),15,exec
