seconds_from_attack_start,attack_payload,attack_delivery,syscall,key,comm,command,proctitle,cwd,manual_label,manual_note,timestamp,event_id,anchor_phase,attack_run_id,attack_chain_id,attack_category,success,exit,exe,path,paths,uid,euid,auid,pid,ppid,tty,ses
-0.652983,priv_esc/root_dirtyfrag,ssh_auth,setresgid,privilege_transition,sshd,,/usr/sbin/sshd -D -R,,benign,,1778300216.960,12649,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/sbin/sshd,,,0,0,4294967295,16216,9653,(none),4294967295
-0.652983,priv_esc/root_dirtyfrag,ssh_auth,,,,,,,benign,,1778300216.960,12650,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,,,,,,,,,,,,
-0.644984,priv_esc/root_dirtyfrag,ssh_auth,setresgid,privilege_transition,sshd,,/usr/sbin/sshd -D -R,,benign,,1778300216.968,12651,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/sbin/sshd,,,0,0,4294967295,16216,9653,(none),4294967295
-0.644984,priv_esc/root_dirtyfrag,ssh_auth,setresuid,privilege_transition,sshd,,/usr/sbin/sshd -D -R,,benign,,1778300216.968,12652,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/sbin/sshd,,,0,1001,4294967295,16216,9653,(none),4294967295
-0.644984,priv_esc/root_dirtyfrag,ssh_auth,setresuid,privilege_transition,sshd,,/usr/sbin/sshd -D -R,,benign,,1778300216.968,12653,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/sbin/sshd,,,0,0,4294967295,16216,9653,(none),4294967295
-0.644984,priv_esc/root_dirtyfrag,ssh_auth,setresgid,privilege_transition,sshd,,/usr/sbin/sshd -D -R,,benign,,1778300216.968,12654,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/sbin/sshd,,,0,0,4294967295,16216,9653,(none),4294967295
-0.644984,priv_esc/root_dirtyfrag,ssh_auth,setresgid,privilege_transition,sshd,,/usr/sbin/sshd -D -R,,benign,,1778300216.968,12655,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/sbin/sshd,,,0,0,4294967295,16216,9653,(none),4294967295
-0.644984,priv_esc/root_dirtyfrag,ssh_auth,setresuid,privilege_transition,sshd,,/usr/sbin/sshd -D -R,,benign,,1778300216.968,12656,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/sbin/sshd,,,0,1001,4294967295,16216,9653,(none),4294967295
-0.644984,priv_esc/root_dirtyfrag,ssh_auth,setresuid,privilege_transition,sshd,,/usr/sbin/sshd -D -R,,benign,,1778300216.968,12657,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/sbin/sshd,,,0,0,4294967295,16216,9653,(none),4294967295
-0.644984,priv_esc/root_dirtyfrag,ssh_auth,setresgid,privilege_transition,sshd,,/usr/sbin/sshd -D -R,,benign,,1778300216.968,12658,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/sbin/sshd,,,0,0,4294967295,16216,9653,(none),4294967295
-0.644984,priv_esc/root_dirtyfrag,ssh_auth,,,,,,,benign,,1778300216.968,12659,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,,,,,,,,,,,,
-0.617984,priv_esc/root_dirtyfrag,ssh_auth,connect,network_connect,sshd,,/usr/sbin/sshd -D -R,/,benign,,1778300216.995,12660,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/sbin/sshd,/run/systemd/userdb/io.systemd.DynamicUser,/run/systemd/userdb/io.systemd.DynamicUser,0,0,4294967295,16216,9653,(none),4294967295
-0.616983,priv_esc/root_dirtyfrag,ssh_auth,,,,,,,benign,,1778300216.996,12661,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,,,,,,,,,,,,
-0.603983,priv_esc/root_dirtyfrag,ssh_auth,,,,,,,benign,,1778300217.009,12662,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,,,,,,,,,,,,
-0.603983,priv_esc/root_dirtyfrag,ssh_auth,connect,network_connect,sshd,,/usr/sbin/sshd -D -R,/,benign,,1778300217.009,12663,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/sbin/sshd,/dev/log,/dev/log,0,0,4294967295,16216,9653,(none),4294967295
-0.602983,priv_esc/root_dirtyfrag,ssh_auth,connect,network_connect,sshd,,/usr/sbin/sshd -D -R,/,benign,,1778300217.010,12664,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/sbin/sshd,/run/systemd/userdb/io.systemd.DynamicUser,/run/systemd/userdb/io.systemd.DynamicUser,0,0,4294967295,16216,9653,(none),4294967295
-0.602983,priv_esc/root_dirtyfrag,ssh_auth,126,privilege_transition,sshd,,/usr/sbin/sshd -D -R,,benign,,1778300217.010,12665,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/sbin/sshd,,,0,0,4294967295,16216,9653,(none),4294967295
-0.602983,priv_esc/root_dirtyfrag,ssh_auth,,,,,,,benign,,1778300217.010,12666,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,,,,,,,,,,,,
-0.602983,priv_esc/root_dirtyfrag,ssh_auth,77,file_destroy,sshd,,/usr/sbin/sshd -D -R,,benign,,1778300217.010,12667,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/sbin/sshd,,,0,0,4294967295,16216,9653,(none),4294967295
-0.602983,priv_esc/root_dirtyfrag,ssh_auth,write,(null),sshd,,/usr/sbin/sshd -D -R,,benign,,1778300217.010,12668,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,4,/usr/sbin/sshd,,,0,0,1001,16216,9653,(none),33
-0.602983,priv_esc/root_dirtyfrag,ssh_auth,114,privilege_transition,sshd,,/usr/sbin/sshd -D -R,,benign,,1778300217.010,12669,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/sbin/sshd,,,0,0,1001,16216,9653,(none),33
-0.602983,priv_esc/root_dirtyfrag,ssh_auth,113,privilege_transition,sshd,,/usr/sbin/sshd -D -R,,benign,,1778300217.010,12670,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/sbin/sshd,,,1001,0,1001,16216,9653,(none),33
-0.602983,priv_esc/root_dirtyfrag,ssh_auth,113,privilege_transition,sshd,,/usr/sbin/sshd -D -R,,benign,,1778300217.010,12671,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/sbin/sshd,,,0,0,1001,16216,9653,(none),33
-0.602983,priv_esc/root_dirtyfrag,ssh_auth,114,privilege_transition,sshd,,/usr/sbin/sshd -D -R,,benign,,1778300217.010,12672,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/sbin/sshd,,,0,0,1001,16216,9653,(none),33
-0.601984,priv_esc/root_dirtyfrag,ssh_auth,connect,network_connect,sshd,,/usr/sbin/sshd -D -R,/,benign,,1778300217.011,12673,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/sbin/sshd,/dev/log,/dev/log,0,0,1001,16216,9653,(none),33
-0.601984,priv_esc/root_dirtyfrag,ssh_auth,connect,network_connect,sshd,,/usr/sbin/sshd -D -R,/,benign,,1778300217.011,12674,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,no,-2,/usr/sbin/sshd,/run/systemd/userdb/io.systemd.Multiplexer,/run/systemd/userdb/io.systemd.Multiplexer,0,0,1001,16216,9653,(none),33
-0.601984,priv_esc/root_dirtyfrag,ssh_auth,connect,network_connect,sshd,,/usr/sbin/sshd -D -R,/,benign,,1778300217.011,12675,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/sbin/sshd,/run/systemd/userdb/io.systemd.DynamicUser,/run/systemd/userdb/io.systemd.DynamicUser,0,0,1001,16216,9653,(none),33
-0.601984,priv_esc/root_dirtyfrag,ssh_auth,connect,network_connect,sshd,,/usr/sbin/sshd -D -R,/,benign,,1778300217.011,12676,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/sbin/sshd,/run/dbus/system_bus_socket,/run/dbus/system_bus_socket,0,0,1001,16216,9653,(none),33
-0.585984,priv_esc/root_dirtyfrag,ssh_auth,execve,exec,9,/usr/lib/systemd/systemd-executor --deserialize b --log-level info --log-target journal-or-kmsg,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,/,benign,,1778300217.027,12677,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/lib/systemd/systemd-executor,/proc/self/fd/9,/proc/self/fd/9|/lib64/ld-linux-x86-64.so.2,0,0,4294967295,16218,1,(none),4294967295
-0.582983,priv_esc/root_dirtyfrag,ssh_auth,connect,network_connect,9,,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,/,benign,,1778300217.030,12678,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/lib/systemd/systemd-executor,/run/systemd/journal/socket,/run/systemd/journal/socket,0,0,4294967295,16218,1,(none),4294967295
-0.580983,priv_esc/root_dirtyfrag,ssh_auth,connect,network_connect,(time-dir),,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,/,benign,,1778300217.032,12679,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/lib/systemd/systemd-executor,/run/systemd/journal/stdout,/run/systemd/journal/stdout,0,0,4294967295,16218,1,(none),4294967295
-0.580983,priv_esc/root_dirtyfrag,ssh_auth,126,privilege_transition,(time-dir),,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,,benign,,1778300217.032,12680,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/lib/systemd/systemd-executor,,,0,0,4294967295,16218,1,(none),4294967295
-0.580983,priv_esc/root_dirtyfrag,ssh_auth,execve,exec,systemd-user-ru,/usr/lib/systemd/systemd-user-runtime-dir start 1001,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,/,benign,,1778300217.032,12681,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/lib/systemd/systemd-user-runtime-dir,/usr/lib/systemd/systemd-user-runtime-dir,/usr/lib/systemd/systemd-user-runtime-dir|/lib64/ld-linux-x86-64.so.2,0,0,4294967295,16218,1,(none),4294967295
-0.578984,priv_esc/root_dirtyfrag,ssh_auth,connect,network_connect,systemd-user-ru,,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,/,benign,,1778300217.034,12682,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,no,-2,/usr/lib/systemd/systemd-user-runtime-dir,/var/run/nscd/socket,/var/run/nscd/socket,0,0,4294967295,16218,1,(none),4294967295
-0.578984,priv_esc/root_dirtyfrag,ssh_auth,connect,network_connect,systemd-user-ru,,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,/,benign,,1778300217.034,12683,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,no,-2,/usr/lib/systemd/systemd-user-runtime-dir,/var/run/nscd/socket,/var/run/nscd/socket,0,0,4294967295,16218,1,(none),4294967295
-0.577983,priv_esc/root_dirtyfrag,ssh_auth,connect,network_connect,systemd-user-ru,,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,/,benign,,1778300217.035,12684,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/lib/systemd/systemd-user-runtime-dir,/run/dbus/system_bus_socket,/run/dbus/system_bus_socket,0,0,4294967295,16218,1,(none),4294967295
-0.570983,priv_esc/root_dirtyfrag,ssh_auth,,,,,,,benign,,1778300217.042,12685,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,,,,,,,,,,,,
-0.565984,priv_esc/root_dirtyfrag,ssh_auth,execve,exec,9,/usr/lib/systemd/systemd-executor --deserialize b --log-level info --log-target journal-or-kmsg,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,/,benign,,1778300217.047,12686,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/lib/systemd/systemd-executor,/proc/self/fd/9,/proc/self/fd/9|/lib64/ld-linux-x86-64.so.2,0,0,4294967295,16220,1,(none),4294967295
-0.563983,priv_esc/root_dirtyfrag,ssh_auth,connect,network_connect,9,,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,/,benign,,1778300217.049,12687,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/lib/systemd/systemd-executor,/run/systemd/journal/socket,/run/systemd/journal/socket,0,0,4294967295,16220,1,(none),4294967295
-0.563983,priv_esc/root_dirtyfrag,ssh_auth,connect,network_connect,(systemd),,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,/,benign,,1778300217.049,12688,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,no,-2,/usr/lib/systemd/systemd-executor,/var/run/nscd/socket,/var/run/nscd/socket,0,0,4294967295,16220,1,(none),4294967295
-0.563983,priv_esc/root_dirtyfrag,ssh_auth,connect,network_connect,(systemd),,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,/,benign,,1778300217.049,12689,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,no,-2,/usr/lib/systemd/systemd-executor,/var/run/nscd/socket,/var/run/nscd/socket,0,0,4294967295,16220,1,(none),4294967295
-0.563983,priv_esc/root_dirtyfrag,ssh_auth,connect,network_connect,(systemd),,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,/,benign,,1778300217.049,12690,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,no,-2,/usr/lib/systemd/systemd-executor,/var/run/nscd/socket,/var/run/nscd/socket,0,0,4294967295,16220,1,(none),4294967295
-0.563983,priv_esc/root_dirtyfrag,ssh_auth,connect,network_connect,(systemd),,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,/,benign,,1778300217.049,12691,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,no,-2,/usr/lib/systemd/systemd-executor,/var/run/nscd/socket,/var/run/nscd/socket,0,0,4294967295,16220,1,(none),4294967295
-0.563983,priv_esc/root_dirtyfrag,ssh_auth,connect,network_connect,(systemd),,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,/,benign,,1778300217.049,12692,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/lib/systemd/systemd-executor,/run/systemd/userdb/io.systemd.DynamicUser,/run/systemd/userdb/io.systemd.DynamicUser,0,0,4294967295,16220,1,(none),4294967295
-0.561983,priv_esc/root_dirtyfrag,ssh_auth,setresgid,privilege_transition,(systemd),,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,,benign,,1778300217.051,12693,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/lib/systemd/systemd-executor,,,0,0,4294967295,16220,1,(none),4294967295
-0.561983,priv_esc/root_dirtyfrag,ssh_auth,setresuid,privilege_transition,(systemd),,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,,benign,,1778300217.051,12694,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/lib/systemd/systemd-executor,,,0,1001,4294967295,16220,1,(none),4294967295
-0.561983,priv_esc/root_dirtyfrag,ssh_auth,connect,network_connect,(systemd),,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,/,benign,,1778300217.051,12695,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/lib/systemd/systemd-executor,/run/systemd/journal/stdout,/run/systemd/journal/stdout,0,1001,4294967295,16220,1,(none),4294967295
-0.561983,priv_esc/root_dirtyfrag,ssh_auth,setresuid,privilege_transition,(systemd),,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,,benign,,1778300217.051,12696,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/lib/systemd/systemd-executor,,,0,0,4294967295,16220,1,(none),4294967295
-0.561983,priv_esc/root_dirtyfrag,ssh_auth,setresgid,privilege_transition,(systemd),,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,,benign,,1778300217.051,12697,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/lib/systemd/systemd-executor,,,0,0,4294967295,16220,1,(none),4294967295
-0.561983,priv_esc/root_dirtyfrag,ssh_auth,260,owner_change,(systemd),,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,/,benign,,1778300217.051,12698,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/lib/systemd/systemd-executor,,,0,0,4294967295,16220,1,(none),4294967295
-0.561983,priv_esc/root_dirtyfrag,ssh_auth,260,owner_change,(systemd),,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,/,benign,,1778300217.051,12699,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/lib/systemd/systemd-executor,,,0,0,4294967295,16220,1,(none),4294967295
-0.561983,priv_esc/root_dirtyfrag,ssh_auth,260,owner_change,(systemd),,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,/,benign,,1778300217.051,12700,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/lib/systemd/systemd-executor,,,0,0,4294967295,16220,1,(none),4294967295
-0.561983,priv_esc/root_dirtyfrag,ssh_auth,260,owner_change,(systemd),,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,/,benign,,1778300217.051,12701,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/lib/systemd/systemd-executor,,,0,0,4294967295,16220,1,(none),4294967295
-0.561983,priv_esc/root_dirtyfrag,ssh_auth,260,owner_change,(systemd),,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,/,benign,,1778300217.051,12702,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/lib/systemd/systemd-executor,,,0,0,4294967295,16220,1,(none),4294967295
-0.561983,priv_esc/root_dirtyfrag,ssh_auth,260,owner_change,(systemd),,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,/,benign,,1778300217.051,12703,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/lib/systemd/systemd-executor,,,0,0,4294967295,16220,1,(none),4294967295
-0.561983,priv_esc/root_dirtyfrag,ssh_auth,chown,owner_change,(systemd),,/usr/lib/systemd/systemd-executor --deserialize 62 --log-level info --log-target journal-or-kmsg,/,benign,,1778300217.051,12704,pre_context,20260508_211658_root_dirtyfrag_t1hRDK,20260508_211655_dirtyfrag_root_authorized_keys_X5ChW3,priv_esc,yes,0,/usr/lib/systemd/systemd-executor,/proc/self/fd/3,/proc/self/fd/3,0,0,4294967295,16220,1,(none),4294967295
